pickup,dropoff,passengers,distance,fare,payment,pickup_zone,dropoff_zone
26-03-2019 23:54,27-03-2019 00:03,1,2.24,9,credit card,TriBeCa/Civic Center,Flatiron
09-03-2019 10:51,09-03-2019 10:55,1,0.74,5,credit card,Lincoln Square West,Lincoln Square East
27-03-2019 23:16,27-03-2019 23:34,1,4.91,17.5,credit card,East Village,Greenpoint
14-03-2019 19:56,14-03-2019 20:07,1,1.24,8,credit card,Midtown Center,Upper East Side South
25-03-2019 16:23,25-03-2019 17:12,0,11.8,40.5,credit card,LaGuardia Airport,Boerum Hill
14-03-2019 17:52,14-03-2019 18:08,1,2.1,12,credit card,Midtown Center,Kips Bay
26-03-2019 22:40,26-03-2019 22:56,1,4.1,15,credit card,Midtown East,Greenpoint
25-03-2019 12:44,25-03-2019 12:57,1,1.7,10,credit card,Murray Hill,Greenwich Village North
04-03-2019 20:45,04-03-2019 20:52,2,0.9,6.5,credit card,Murray Hill,Penn Station/Madison Sq West
22-03-2019 11:55,22-03-2019 12:36,2,16.6,52,credit card,Midtown Center,JFK Airport
14-03-2019 13:51,14-03-2019 13:59,1,1.1,7,credit card,Garment District,Midtown North
05-03-2019 07:01,05-03-2019 07:10,1,1.5,8.5,cash,Financial District North,TriBeCa/Civic Center
30-03-2019 21:43,30-03-2019 21:56,1,1.5,9.5,cash,West Chelsea/Hudson Yards,Garment District
04-03-2019 22:21,04-03-2019 22:30,2,2.41,9.5,credit card,Midtown Center,Yorkville West
28-03-2019 19:44,28-03-2019 19:55,1,1.5,9,credit card,Union Sq,Lower East Side
27-03-2019 08:38,27-03-2019 08:43,1,0.9,5.5,cash,Upper East Side South,Upper East Side North
06-03-2019 15:09,06-03-2019 15:19,1,0.77,7,credit card,Lincoln Square East,Clinton West
02-03-2019 12:19,02-03-2019 12:25,1,1.21,6.5,credit card,Union Sq,Greenwich Village South
10-03-2019 17:32,10-03-2019 17:51,1,2.9,15,credit card,Midtown North,Long Island City/Hunters Point
15-03-2019 23:31,15-03-2019 23:48,1,2.3,12.5,credit card,Greenwich Village South,Murray Hill
15-03-2019 10:19,15-03-2019 10:25,1,1.24,6.5,credit card,Upper West Side North,Morningside Heights
04-03-2019 15:55,04-03-2019 16:14,1,3.81,16,cash,Battery Park City,Penn Station/Madison Sq West
21-03-2019 09:48,21-03-2019 10:05,1,0.9,11,credit card,Murray Hill,Sutton Place/Turtle Bay North
05-03-2019 14:57,05-03-2019 15:08,2,1.07,8,credit card,Lenox Hill West,Upper East Side South
18-03-2019 15:10,18-03-2019 15:30,2,8.55,26,credit card,Upper East Side North,LaGuardia Airport
15-03-2019 15:11,15-03-2019 15:25,1,2.27,11,credit card,Flatiron,Lincoln Square East
15-03-2019 02:02,15-03-2019 02:16,2,8.02,23,cash,Steinway,Hillcrest/Pomonok
05-03-2019 14:55,05-03-2019 15:02,2,1,6.5,cash,Lincoln Square East,Upper West Side South
20-03-2019 17:22,20-03-2019 18:07,1,17.01,52,cash,JFK Airport,Midtown East
06-03-2019 01:29,06-03-2019 01:47,1,5.6,19,credit card,Garment District,East Harlem South
25-03-2019 22:43,25-03-2019 22:51,1,1.4,7.5,cash,Upper East Side South,UN/Turtle Bay South
13-03-2019 11:29,13-03-2019 11:39,2,1.4,8,cash,SoHo,Meatpacking/West Village West
02-03-2019 01:05,02-03-2019 01:25,1,6.25,20,credit card,East Village,Bloomingdale
27-03-2019 16:25,27-03-2019 16:35,1,0.68,7.5,cash,Upper East Side South,Upper East Side South
18-03-2019 12:54,18-03-2019 13:32,5,18.76,52,credit card,Central Harlem,JFK Airport
08-03-2019 00:42,08-03-2019 00:53,2,3.67,12,credit card,East Village,Yorkville West
16-03-2019 14:02,16-03-2019 14:10,3,1.2,7.5,credit card,Upper East Side South,Lenox Hill West
22-03-2019 19:16,22-03-2019 19:21,2,0.95,5.5,credit card,Lincoln Square East,Midtown North
20-03-2019 08:47,20-03-2019 09:07,1,1.3,13,credit card,Lincoln Square West,Times Sq/Theatre District
20-03-2019 14:15,20-03-2019 14:26,1,4,14,credit card,JFK Airport,Baisley Park
24-03-2019 06:21,24-03-2019 06:46,1,18.99,50.5,credit card,JFK Airport,Brooklyn Heights
12-03-2019 23:55,13-03-2019 00:06,1,1.2,8,credit card,Hudson Sq,Lower East Side
07-03-2019 19:05,07-03-2019 19:17,6,2.04,10,credit card,Midtown East,East Village
12-03-2019 17:55,12-03-2019 18:04,1,1.4,8.5,credit card,TriBeCa/Civic Center,Financial District South
16-03-2019 13:17,16-03-2019 13:25,1,0.66,7,cash,Midtown East,Midtown East
01-03-2019 21:38,01-03-2019 21:44,2,0.7,6,credit card,Lower East Side,Little Italy/NoLiTa
28-03-2019 23:05,28-03-2019 23:14,1,1.5,8,cash,Little Italy/NoLiTa,Gramercy
23-03-2019 14:00,23-03-2019 14:08,2,1.1,7,credit card,Midtown South,Greenwich Village North
07-03-2019 09:18,07-03-2019 09:26,1,0.81,7,credit card,Midtown North,Lincoln Square East
19-03-2019 09:38,19-03-2019 09:58,5,3.27,15,credit card,Kips Bay,East Chelsea
13-03-2019 22:40,13-03-2019 22:53,1,1.9,10,cash,Union Sq,Times Sq/Theatre District
02-03-2019 16:27,02-03-2019 16:41,2,1.7,10.5,cash,Greenwich Village South,Midtown South
05-03-2019 15:01,05-03-2019 15:11,1,0.83,7.5,credit card,SoHo,TriBeCa/Civic Center
24-03-2019 08:12,24-03-2019 08:23,1,3.17,11,credit card,Sutton Place/Turtle Bay North,Union Sq
28-03-2019 13:18,28-03-2019 13:27,3,1.34,7.5,credit card,Lenox Hill East,Upper East Side North
24-03-2019 00:27,24-03-2019 00:35,1,1.6,7.5,credit card,West Village,Penn Station/Madison Sq West
12-03-2019 21:26,12-03-2019 21:37,1,2,9.5,credit card,Murray Hill,Stuy Town/Peter Cooper Village
06-03-2019 14:39,06-03-2019 14:46,1,0.5,6.5,credit card,Murray Hill,Garment District
16-03-2019 01:14,16-03-2019 01:26,1,2.6,11,cash,Crown Heights North,Crown Heights South
26-03-2019 01:14,26-03-2019 01:20,1,2.14,8,cash,Seaport,DUMBO/Vinegar Hill
12-03-2019 02:58,12-03-2019 03:04,2,1.5,7,credit card,Union Sq,Murray Hill
26-03-2019 21:07,26-03-2019 21:29,1,3.97,18,credit card,Union Sq,East Harlem South
20-03-2019 20:52,20-03-2019 21:08,1,4.08,14.5,credit card,East Village,Yorkville East
01-03-2019 17:51,01-03-2019 18:02,1,1.75,9,credit card,Penn Station/Madison Sq West,Greenwich Village North
31-03-2019 19:48,31-03-2019 20:00,1,1.22,8.5,cash,Greenwich Village North,Meatpacking/West Village West
11-03-2019 17:55,11-03-2019 18:04,1,2.48,10,credit card,Battery Park City,East Chelsea
24-03-2019 12:32,24-03-2019 12:43,3,2.7,11,credit card,Yorkville East,East Harlem North
12-03-2019 18:34,12-03-2019 18:43,1,0.37,6.5,cash,Midtown North,Midtown North
27-03-2019 20:09,27-03-2019 20:13,1,1.29,5.5,cash,Upper West Side South,Bloomingdale
06-03-2019 23:32,06-03-2019 23:38,2,1.25,6.5,credit card,Greenwich Village South,TriBeCa/Civic Center
21-03-2019 06:12,21-03-2019 06:16,5,1.2,5.5,credit card,Penn Station/Madison Sq West,Times Sq/Theatre District
08-03-2019 22:03,08-03-2019 22:16,1,6.35,19,cash,Lincoln Square West,Washington Heights South
29-03-2019 19:24,29-03-2019 19:33,1,2.23,9.5,credit card,Upper East Side South,Long Island City/Hunters Point
24-03-2019 00:12,24-03-2019 00:27,3,7.2,22,credit card,LaGuardia Airport,Yorkville East
24-03-2019 16:49,24-03-2019 16:56,3,1.3,6.5,credit card,Penn Station/Madison Sq West,Union Sq
18-03-2019 22:07,18-03-2019 22:13,1,1.33,6.5,credit card,Midtown South,Gramercy
01-03-2019 11:56,01-03-2019 12:24,1,12.05,35.5,credit card,Clinton East,Soundview/Castle Hill
03-03-2019 00:53,03-03-2019 01:08,1,2.8,12.5,credit card,Lower East Side,West Chelsea/Hudson Yards
08-03-2019 17:25,08-03-2019 17:32,1,0.6,6,credit card,Midtown Center,Sutton Place/Turtle Bay North
10-03-2019 03:41,10-03-2019 03:47,1,1.21,6.5,credit card,Murray Hill,Sutton Place/Turtle Bay North
05-03-2019 12:34,05-03-2019 13:23,5,13.57,45,credit card,LaGuardia Airport,Lower East Side
30-03-2019 09:25,30-03-2019 09:28,1,0.9,5,cash,Times Sq/Theatre District,Garment District
25-03-2019 18:42,25-03-2019 18:54,1,1.8,9.5,credit card,Midtown Center,Union Sq
23-03-2019 04:21,23-03-2019 04:27,1,1.2,6.5,credit card,Clinton East,Penn Station/Madison Sq West
03-03-2019 13:41,03-03-2019 13:46,1,0.68,5,credit card,Greenwich Village North,Penn Station/Madison Sq West
19-03-2019 11:00,19-03-2019 11:07,1,1.3,6.5,credit card,Lincoln Square East,Upper West Side North
30-03-2019 23:50,31-03-2019 00:00,1,1.3,8,credit card,Lower East Side,West Village
23-03-2019 19:22,23-03-2019 19:28,2,1.4,7,cash,Upper West Side North,Morningside Heights
17-03-2019 17:25,17-03-2019 17:32,3,0.8,6,cash,Midtown Center,Clinton East
08-03-2019 22:06,08-03-2019 22:22,1,3.8,15,credit card,Lenox Hill West,East Village
08-03-2019 13:17,08-03-2019 13:26,1,1.64,8,credit card,Lenox Hill West,Upper East Side North
23-03-2019 23:17,23-03-2019 23:21,2,0.87,5,credit card,Lincoln Square East,Times Sq/Theatre District
21-03-2019 08:08,21-03-2019 08:16,1,0.9,7,credit card,Penn Station/Madison Sq West,West Chelsea/Hudson Yards
17-03-2019 15:31,17-03-2019 15:50,1,5.63,18.5,cash,Kips Bay,Brooklyn Heights
03-03-2019 22:42,03-03-2019 22:47,1,0.33,5,credit card,Lincoln Square East,Lincoln Square West
04-03-2019 21:46,04-03-2019 21:53,1,1.9,8,credit card,Sutton Place/Turtle Bay North,Yorkville East
07-03-2019 19:16,07-03-2019 19:44,1,4.4,20.5,credit card,East Chelsea,TriBeCa/Civic Center
01-03-2019 14:11,01-03-2019 14:17,1,1.04,6,cash,Greenwich Village North,Penn Station/Madison Sq West
31-03-2019 06:51,31-03-2019 07:02,1,3.9,12.5,credit card,Clinton East,East Harlem South
19-03-2019 12:40,19-03-2019 13:03,1,3.59,17,credit card,Flatiron,World Trade Center
28-03-2019 22:18,28-03-2019 22:21,5,0.89,5,credit card,Upper East Side North,Yorkville West
27-03-2019 21:02,27-03-2019 21:07,2,1.3,6.5,credit card,Union Sq,Garment District
17-03-2019 06:49,17-03-2019 06:59,1,2.4,9.5,credit card,East Village,Penn Station/Madison Sq West
28-03-2019 17:52,28-03-2019 18:09,1,1.8,12,cash,Midtown North,Penn Station/Madison Sq West
24-03-2019 08:53,24-03-2019 08:57,3,1.03,5.5,credit card,Chinatown,Greenwich Village South
09-03-2019 14:41,09-03-2019 14:56,1,2.04,11,cash,Midtown South,Sutton Place/Turtle Bay North
06-03-2019 13:16,06-03-2019 13:23,1,1.1,7,credit card,Upper East Side North,East Harlem South
16-03-2019 19:26,16-03-2019 19:46,1,3.66,15,credit card,Yorkville East,Gramercy
17-03-2019 16:09,17-03-2019 16:27,4,2.6,13.5,cash,East Chelsea,Upper East Side South
08-03-2019 13:52,08-03-2019 13:59,1,0.68,6,credit card,Upper East Side South,Upper East Side South
28-03-2019 19:48,28-03-2019 20:04,1,1.7,11,credit card,Times Sq/Theatre District,Union Sq
01-03-2019 09:33,01-03-2019 09:48,1,1.11,10,credit card,Clinton East,Penn Station/Madison Sq West
18-03-2019 10:37,18-03-2019 10:49,1,1.3,9,credit card,Murray Hill,Clinton West
18-03-2019 18:47,18-03-2019 19:05,1,2.1,13,credit card,East Village,Penn Station/Madison Sq West
19-03-2019 23:23,19-03-2019 23:38,1,3.37,13.5,credit card,Clinton East,Alphabet City
20-03-2019 20:38,20-03-2019 20:45,0,1.1,6.5,credit card,Midtown Center,Midtown Center
15-03-2019 22:38,15-03-2019 22:41,1,0.6,4,credit card,Clinton East,Lincoln Square West
02-03-2019 03:22,02-03-2019 03:32,1,1.47,8.5,credit card,Lower East Side,Greenwich Village North
15-03-2019 18:51,15-03-2019 19:46,2,17.28,52,credit card,JFK Airport,Midtown Center
22-03-2019 04:46,22-03-2019 05:16,5,18.94,52,credit card,Upper East Side North,JFK Airport
12-03-2019 18:23,12-03-2019 18:31,1,0.53,6.5,credit card,Midtown Center,Midtown South
28-03-2019 13:20,28-03-2019 13:36,1,1.08,11,cash,Times Sq/Theatre District,UN/Turtle Bay South
23-03-2019 18:49,23-03-2019 19:01,2,2.33,10.5,credit card,East Village,Kips Bay
23-03-2019 02:42,23-03-2019 02:46,1,0.75,5,credit card,Gramercy,Union Sq
23-03-2019 22:06,23-03-2019 22:12,1,0.6,5.5,cash,Union Sq,Midtown South
23-03-2019 02:12,23-03-2019 02:19,1,1.55,7,credit card,Midtown South,Times Sq/Theatre District
09-03-2019 17:26,09-03-2019 17:26,1,0.9,2.5,cash,Murray Hill,Murray Hill
02-03-2019 12:12,02-03-2019 12:17,2,0.64,5,credit card,UN/Turtle Bay South,Sutton Place/Turtle Bay North
01-03-2019 21:29,01-03-2019 21:42,1,2.8,12,credit card,Midtown Center,Upper West Side North
12-03-2019 09:24,12-03-2019 09:40,6,2.11,12,cash,Hudson Sq,East Chelsea
12-03-2019 18:14,12-03-2019 18:31,1,1.1,11,credit card,Midtown East,Midtown Center
21-03-2019 21:41,21-03-2019 21:52,2,1.4,8.5,credit card,East Village,Kips Bay
05-03-2019 14:54,05-03-2019 15:00,1,0.88,6.5,credit card,Upper West Side South,Upper West Side South
13-03-2019 07:37,13-03-2019 07:53,2,5.9,19,cash,Two Bridges/Seward Park,East Harlem South
11-03-2019 17:20,11-03-2019 17:32,2,0.83,8.5,credit card,Midtown East,Times Sq/Theatre District
14-03-2019 19:06,14-03-2019 19:28,1,1.05,13.5,cash,East Chelsea,Garment District
07-03-2019 09:07,07-03-2019 09:22,1,1.39,10.5,credit card,Upper West Side South,Central Park
31-03-2019 11:37,31-03-2019 11:47,2,1.1,7.5,credit card,Gramercy,Flatiron
26-03-2019 08:44,26-03-2019 08:51,1,1.2,6.5,credit card,Clinton East,Clinton West
05-03-2019 07:39,05-03-2019 07:47,1,1.2,7,credit card,Upper West Side North,Upper East Side North
28-03-2019 18:21,28-03-2019 18:23,3,0.49,3.5,cash,Flatiron,East Chelsea
14-03-2019 20:33,14-03-2019 20:47,1,2.58,12,credit card,Clinton East,Yorkville East
28-03-2019 20:25,28-03-2019 20:47,1,8.24,25.5,credit card,East Harlem North,Randalls Island
04-03-2019 06:44,04-03-2019 06:54,0,2.1,10,credit card,Greenwich Village North,Midtown East
15-03-2019 08:17,15-03-2019 08:25,1,1.4,7,credit card,Upper East Side South,Midtown North
10-03-2019 14:16,10-03-2019 14:18,1,0.55,3.5,cash,East Harlem North,East Harlem South
13-03-2019 14:37,13-03-2019 14:43,0,0.7,5.5,credit card,Little Italy/NoLiTa,West Village
24-03-2019 15:12,24-03-2019 15:24,2,0.9,8.5,cash,Times Sq/Theatre District,East Chelsea
01-03-2019 18:33,01-03-2019 18:39,2,0.8,6,credit card,Clinton West,Garment District
01-03-2019 08:32,01-03-2019 08:47,1,3.09,12,credit card,Hudson Sq,Alphabet City
31-03-2019 00:14,31-03-2019 00:29,1,1.9,11.5,credit card,East Village,Two Bridges/Seward Park
24-03-2019 04:54,24-03-2019 05:04,1,2.07,9.5,credit card,Union Sq,Alphabet City
06-03-2019 22:16,06-03-2019 22:28,4,3.04,12,credit card,Times Sq/Theatre District,Upper East Side North
02-03-2019 12:18,02-03-2019 12:32,1,1.65,10.5,credit card,East Chelsea,Midtown East
30-03-2019 19:51,30-03-2019 20:16,1,8.44,26,credit card,LaGuardia Airport,Upper East Side North
22-03-2019 07:46,22-03-2019 08:07,5,1.43,13.5,cash,Murray Hill,West Chelsea/Hudson Yards
30-03-2019 01:04,30-03-2019 01:20,3,3.95,15.5,credit card,Lower East Side,Murray Hill
02-03-2019 07:28,02-03-2019 07:35,1,1.5,7,cash,Upper East Side South,Murray Hill
14-03-2019 23:53,15-03-2019 00:04,1,2.5,10,credit card,Midtown East,East Village
18-03-2019 19:48,18-03-2019 19:51,1,0.69,4,credit card,Midtown Center,Times Sq/Theatre District
27-03-2019 17:59,27-03-2019 18:27,1,2.75,18,credit card,Midtown Center,Kips Bay
26-03-2019 18:05,26-03-2019 18:31,1,2.04,16.5,cash,Times Sq/Theatre District,East Village
07-03-2019 12:27,07-03-2019 12:48,1,3.39,16.5,credit card,East Chelsea,TriBeCa/Civic Center
17-03-2019 15:49,17-03-2019 15:58,2,1.33,8,credit card,Midtown North,Penn Station/Madison Sq West
18-03-2019 08:01,18-03-2019 08:09,2,1.15,7,credit card,Little Italy/NoLiTa,Greenwich Village North
21-03-2019 22:07,21-03-2019 22:17,1,1.94,9.5,credit card,Upper West Side South,Lenox Hill West
28-03-2019 10:09,28-03-2019 10:24,2,1.62,11,credit card,Central Park,Midtown Center
25-03-2019 22:38,25-03-2019 22:43,2,0.81,5.5,cash,Clinton East,Midtown North
20-03-2019 12:49,20-03-2019 12:58,3,0.37,7,cash,Penn Station/Madison Sq West,Garment District
14-03-2019 12:30,14-03-2019 13:03,1,11.79,36.5,cash,West Chelsea/Hudson Yards,Melrose South
14-03-2019 00:59,14-03-2019 01:04,1,1.4,6.5,credit card,East Village,Murray Hill
19-03-2019 06:57,19-03-2019 07:00,1,1.3,5.5,,Boerum Hill,Columbia Street
30-03-2019 12:01,30-03-2019 12:16,1,3.42,14,credit card,Midtown East,Central Park
09-03-2019 20:25,09-03-2019 20:40,2,2.6,12,credit card,Penn Station/Madison Sq West,Battery Park City
12-03-2019 21:15,12-03-2019 21:31,2,2.1,12,credit card,TriBeCa/Civic Center,East Village
23-03-2019 14:33,23-03-2019 14:51,5,1.63,12.5,cash,Battery Park City,Chinatown
01-03-2019 21:02,01-03-2019 21:07,1,1.2,6,credit card,Midtown East,Upper East Side South
06-03-2019 08:38,06-03-2019 08:57,1,1.26,12.5,cash,Garment District,Murray Hill
11-03-2019 22:41,11-03-2019 22:50,2,1.32,7.5,cash,Clinton East,Midtown South
13-03-2019 19:00,13-03-2019 19:49,1,9,35.5,credit card,Midtown North,Park Slope
08-03-2019 18:37,08-03-2019 18:44,1,1.2,7,credit card,Morningside Heights,Upper West Side North
03-03-2019 09:25,03-03-2019 09:34,1,1.78,8.5,credit card,Midtown North,West Chelsea/Hudson Yards
18-03-2019 13:28,18-03-2019 13:39,3,0.9,8,cash,Midtown North,Midtown East
25-03-2019 16:02,25-03-2019 16:09,1,1.1,6.5,credit card,West Village,Penn Station/Madison Sq West
24-03-2019 01:08,24-03-2019 01:08,1,0.02,2.5,cash,Meatpacking/West Village West,Meatpacking/West Village West
26-03-2019 14:18,26-03-2019 14:27,5,0.99,6.5,cash,East Village,Gramercy
22-03-2019 18:00,22-03-2019 18:13,1,1.8,10,cash,Union Sq,East Village
31-03-2019 10:54,31-03-2019 10:57,1,0.2,4,cash,Williamsburg (South Side),Williamsburg (South Side)
07-03-2019 16:31,07-03-2019 16:40,1,1.15,7.5,credit card,TriBeCa/Civic Center,SoHo
25-03-2019 18:58,25-03-2019 19:10,1,2.45,11.5,credit card,Hudson Sq,Financial District South
14-03-2019 23:00,14-03-2019 23:19,1,3.53,15,credit card,Lower East Side,Times Sq/Theatre District
11-03-2019 16:55,11-03-2019 17:06,5,2.03,9.5,cash,Lenox Hill East,Lincoln Square East
07-03-2019 09:09,07-03-2019 09:48,3,8.19,30.5,cash,East Chelsea,Park Slope
29-03-2019 03:34,29-03-2019 03:50,1,6.18,19.5,credit card,Clinton East,Washington Heights South
10-03-2019 18:37,10-03-2019 18:58,1,4,16.5,credit card,Union Sq,Upper West Side North
08-03-2019 21:34,08-03-2019 21:49,2,3.3,13,credit card,Financial District South,Brooklyn Heights
02-03-2019 16:29,02-03-2019 16:34,1,0.86,5.5,credit card,Penn Station/Madison Sq West,Flatiron
29-03-2019 18:35,29-03-2019 18:54,1,2.1,13,credit card,Midtown South,SoHo
30-03-2019 22:50,30-03-2019 22:52,5,0.58,4,credit card,Central Park,Central Park
31-03-2019 13:36,31-03-2019 14:00,2,2.46,15.5,credit card,Midtown East,East Chelsea
17-03-2019 18:57,17-03-2019 19:03,1,1.6,7,credit card,Yorkville West,Sutton Place/Turtle Bay North
18-03-2019 11:33,18-03-2019 11:43,2,0.93,7.5,credit card,Murray Hill,Midtown Center
23-03-2019 11:12,23-03-2019 11:21,4,1.77,8,cash,Greenwich Village South,World Trade Center
13-03-2019 07:55,13-03-2019 07:59,1,0.88,5,credit card,Upper East Side South,Midtown East
09-03-2019 13:24,09-03-2019 13:28,1,0.57,4.5,credit card,Upper East Side South,Midtown East
17-03-2019 03:42,17-03-2019 03:50,5,2.54,9.5,credit card,Union Sq,Financial District North
01-03-2019 19:51,01-03-2019 20:00,1,1.47,7.5,credit card,Midtown East,Kips Bay
31-03-2019 09:52,31-03-2019 09:57,6,1.19,6,credit card,Penn Station/Madison Sq West,Union Sq
29-03-2019 18:32,29-03-2019 18:45,1,2.79,12.5,credit card,Murray Hill,Two Bridges/Seward Park
20-03-2019 14:05,20-03-2019 14:12,2,1.02,6.5,cash,Lenox Hill West,Upper East Side North
30-03-2019 18:52,30-03-2019 19:04,2,3.48,13,credit card,Midtown South,Upper East Side North
30-03-2019 15:08,30-03-2019 15:19,1,1.73,9.5,credit card,Lincoln Square East,Upper East Side South
06-03-2019 22:04,06-03-2019 22:12,4,1.11,7,credit card,Battery Park City,TriBeCa/Civic Center
16-03-2019 03:09,16-03-2019 03:17,1,1.6,7.5,credit card,West Village,East Village
25-03-2019 09:07,25-03-2019 09:30,1,2.92,16,credit card,Midtown Center,Hudson Sq
08-03-2019 16:26,08-03-2019 16:32,1,0.6,5.5,credit card,Midtown Center,Midtown South
16-03-2019 00:01,16-03-2019 00:27,1,5.24,21,credit card,Lincoln Square East,Steinway
07-03-2019 07:11,07-03-2019 07:11,1,1.6,2.5,,Murray Hill,Murray Hill
25-03-2019 18:49,25-03-2019 18:55,1,1.64,7,credit card,Meatpacking/West Village West,TriBeCa/Civic Center
28-03-2019 21:26,28-03-2019 21:33,1,1,6.5,credit card,Midtown North,Garment District
25-03-2019 07:55,25-03-2019 08:03,1,1.6,7.5,credit card,Upper West Side North,Lincoln Square East
29-03-2019 09:44,29-03-2019 10:07,1,2.17,14.5,credit card,Upper East Side South,Garment District
31-03-2019 12:48,31-03-2019 12:58,1,1.56,8,credit card,Upper East Side South,Murray Hill
12-03-2019 15:04,12-03-2019 15:12,1,0.6,6,cash,Upper East Side South,Midtown East
24-03-2019 21:50,24-03-2019 22:04,1,4.39,15.5,cash,Yorkville West,Alphabet City
15-03-2019 13:06,15-03-2019 13:30,1,8.4,27.5,credit card,Lenox Hill East,Fort Greene
05-03-2019 22:01,05-03-2019 22:22,1,4.36,18,credit card,Penn Station/Madison Sq West,Long Island City/Hunters Point
21-03-2019 16:33,21-03-2019 17:17,1,9.65,33,credit card,Midtown Center,LaGuardia Airport
27-03-2019 18:07,27-03-2019 18:17,1,2.7,10,credit card,Financial District North,Two Bridges/Seward Park
